video_id,view_count,like_count,comment_count,created_date,created_at
cVYOxj0ocNs,60250,3126,73,2024-02-06,2024-02-06 13:06:07.620344+00
HZvAvu7Pqf0,51787,1982,50,2024-02-06,2024-02-06 13:06:07.620344+00
jONf1KczXsI,4135,87,18,2024-02-06,2024-02-06 13:06:07.620344+00
SfqeZtcghGs,2711,63,5,2024-02-06,2024-02-06 13:06:07.620344+00
zdzkQt4v7Qs,5156,36,1,2024-02-06,2024-02-06 13:06:07.620344+00
sTUef0eMNhA,2812,25,2,2024-02-06,2024-02-06 13:06:07.620344+00
XymVYwMnt6c,3503,14,0,2024-02-06,2024-02-06 13:06:07.620344+00
fX846DnY1x0,57370,2258,41,2024-02-06,2024-02-06 13:06:07.620344+00
pj2hsBEmHD8,177026,4775,116,2024-02-06,2024-02-06 13:06:07.620344+00
AplxaQWqOWg,51266,1942,39,2024-02-06,2024-02-06 13:06:07.620344+00
1ZXb1pMWuHA,36021,1322,44,2024-02-06,2024-02-06 13:06:07.620344+00
pz-89iiT4Xc,64813,2685,66,2024-02-06,2024-02-06 13:06:07.620344+00
QsQTpR3WCLQ,2705,28,2,2024-02-06,2024-02-06 13:06:07.620344+00
fPb8vpzSack,2396,18,1,2024-02-06,2024-02-06 13:06:07.620344+00
1pHqJr53rKg,44142,1768,25,2024-02-06,2024-02-06 13:06:07.620344+00
W-whJnlr2ls,30157,1096,26,2024-02-06,2024-02-06 13:06:07.620344+00
rEi6rWCsyHQ,35818,1192,60,2024-02-06,2024-02-06 13:06:07.620344+00
6_gm0qLRRhg,321851,11566,198,2024-02-06,2024-02-06 13:06:07.620344+00
Mi0J3PRWTR4,12111,514,3,2024-02-06,2024-02-06 13:06:07.620344+00
DN50DBNtYlM,1698,94,7,2024-02-06,2024-02-06 13:06:07.620344+00
EhyWssFu7HQ,9001,171,7,2024-02-06,2024-02-06 13:06:07.620344+00
Wl3OAVoP1-A,1914,33,1,2024-02-06,2024-02-06 13:06:07.620344+00
6i5p3ABu-BY,2059,22,0,2024-02-06,2024-02-06 13:06:07.620344+00
LFwA-Rb0l8k,6929232,3625,83,2024-02-06,2024-02-06 13:06:07.620344+00
svuOalZ24UU,67238,549,19,2024-02-06,2024-02-06 13:06:07.620344+00
kWg7mRpcCJU,3233,55,6,2024-02-06,2024-02-06 13:06:07.620344+00
xX0pe1lQgfk,18424,446,17,2024-02-06,2024-02-06 13:06:07.620344+00
YP_ayiyxbqU,240923,1484,64,2024-02-06,2024-02-06 13:06:07.620344+00
c8_iRXeyOW4,141608,1050,68,2024-02-06,2024-02-06 13:06:07.620344+00
aB7Xot3Cvog,1878071,9002,316,2024-02-06,2024-02-06 13:06:07.620344+00
JqHPBh9o8YI,239,15,0,2024-02-06,2024-02-06 13:06:07.620344+00
75tmKrE_oLU,969,62,2,2024-02-06,2024-02-06 13:06:07.620344+00
KE5kiFdo3Jw,1044,55,0,2024-02-06,2024-02-06 13:06:07.620344+00
4CFA4rZaarw,918,47,2,2024-02-06,2024-02-06 13:06:07.620344+00
ljLpvPUImr8,629,22,0,2024-02-06,2024-02-06 13:06:07.620344+00
c-mJYk1yFOM,670,47,1,2024-02-06,2024-02-06 13:06:07.620344+00
tXY9-vpcvzc,599,24,0,2024-02-06,2024-02-06 13:06:07.620344+00
-4VpXqrPXrE,288072,3175,126,2024-02-06,2024-02-06 13:06:07.620344+00
n6LF-2NIrj8,2115,108,0,2024-02-06,2024-02-06 13:06:07.620344+00
BFCegvf_Gk0,1014,57,0,2024-02-06,2024-02-06 13:06:07.620344+00
w0GMpyBLi3Y,910,45,2,2024-02-06,2024-02-06 13:06:07.620344+00
yGvBCmVQg88,1449,45,3,2024-02-06,2024-02-06 13:06:07.620344+00
lx-K_Ox0FH4,884,52,4,2024-02-06,2024-02-06 13:06:07.620344+00
4K8-K-21kvY,14933,632,21,2024-02-06,2024-02-06 13:06:07.620344+00
GBPhmJpYdNM,1910,32,3,2024-02-06,2024-02-06 13:06:07.620344+00
F9KzcSIdzEY,2681,74,1,2024-02-06,2024-02-06 13:06:07.620344+00
8-LxpNe6Wec,1241,32,1,2024-02-06,2024-02-06 13:06:07.620344+00
k4tnEt1xAaM,799,23,2,2024-02-06,2024-02-06 13:06:07.620344+00
hNNDqL1t5Cs,1157,28,3,2024-02-06,2024-02-06 13:06:07.620344+00
pIqo0CGFyUo,4314,242,8,2024-02-06,2024-02-06 13:06:07.620344+00
xqGIk7p62Qo,47034,6178,671,2024-02-06,2024-02-06 13:06:07.620344+00
khFCx0eFBgc,104629,3129,183,2024-02-06,2024-02-06 13:06:07.620344+00
2Tpbg8_YGIs,120241,3926,210,2024-02-06,2024-02-06 13:06:07.620344+00
vsMT40QqdbM,148237,5751,442,2024-02-06,2024-02-06 13:06:07.620344+00
OyqSbwFKPrk,658510,20117,1599,2024-02-06,2024-02-06 13:06:07.620344+00
gx2mRIIEDTc,562085,21151,2824,2024-02-06,2024-02-06 13:06:07.620344+00
WfT7aPIxRxA,667238,15875,1340,2024-02-06,2024-02-06 13:06:07.620344+00
_dtVmkKbHPc,1168885,29163,3954,2024-02-06,2024-02-06 13:06:07.620344+00
qQ87mj_JBDM,1174441,62077,14754,2024-02-06,2024-02-06 13:06:07.620344+00
9hQgEFUhvPQ,422635,9707,1879,2024-02-06,2024-02-06 13:06:07.620344+00
RpPS4bQ2tYE,776688,23285,5511,2024-02-06,2024-02-06 13:06:07.620344+00
R3ptU6HesPU,778329,25981,4043,2024-02-06,2024-02-06 13:06:07.620344+00
QfWWaoARJVk,287154,9134,1514,2024-02-06,2024-02-06 13:06:07.620344+00
DN42VRX20Zk,2324415,59240,39745,2024-02-06,2024-02-06 13:06:07.620344+00
kF4hhyViyFw,1113171,27140,1950,2024-02-06,2024-02-06 13:06:07.620344+00
jCg7fCBc2Cw,88214,1829,117,2024-02-06,2024-02-06 13:06:07.620344+00
_UXWhG_wgAE,308669,9117,465,2024-02-06,2024-02-06 13:06:07.620344+00
sV-pm1Fkl60,293799,6400,869,2024-02-06,2024-02-06 13:06:07.620344+00
eTYKnS5biY4,1149621,26387,1163,2024-02-06,2024-02-06 13:06:07.620344+00
52QYshP3GYc,155351,4221,222,2024-02-06,2024-02-06 13:06:07.620344+00
Von6SpzJOiY,878975,21737,1017,2024-02-06,2024-02-06 13:06:07.620344+00
VBMABCCdZ3g,119845,3060,115,2024-02-06,2024-02-06 13:06:07.620344+00
pxUQChnh8Z0,100799,4212,496,2024-02-06,2024-02-06 13:06:07.620344+00
LATByDfLDsM,51141,919,18,2024-02-06,2024-02-06 13:06:07.620344+00
Z7AC0gAFdzA,84814,2670,79,2024-02-06,2024-02-06 13:06:07.620344+00
j97sm1Yzkng,191673,5025,210,2024-02-06,2024-02-06 13:06:07.620344+00
Y7lmsmhTU-g,271276,6476,105,2024-02-06,2024-02-06 13:06:07.620344+00
uSawowr9VyU,310160,7662,137,2024-02-06,2024-02-06 13:06:07.620344+00
n7eJ-jqnJdQ,924944,29704,344,2024-02-06,2024-02-06 13:06:07.620344+00
-6Zn54vE0BU,482454,10893,442,2024-02-06,2024-02-06 13:06:07.620344+00
drEAf5by14A,188686,4483,622,2024-02-06,2024-02-06 13:06:07.620344+00
_U-KL1Fs_0c,167248,4738,60,2024-02-06,2024-02-06 13:06:07.620344+00
ByV0CA-sSFQ,675113,17526,712,2024-02-06,2024-02-06 13:06:07.620344+00
MrF1kqmnxxw,119422,1828,563,2024-02-06,2024-02-06 13:06:07.620344+00
O5h94ggcul4,247768,7182,185,2024-02-06,2024-02-06 13:06:07.620344+00
dSgayUUbqQY,486418,16665,262,2024-02-06,2024-02-06 13:06:07.620344+00
MjCZ7wLp6b0,551556,14940,174,2024-02-06,2024-02-06 13:06:07.620344+00
Zx1mPqP-yjY,89022,1660,39,2024-02-06,2024-02-06 13:06:07.620344+00
S3cS3YCu2lc,225,2,5,2024-02-06,2024-02-06 13:06:07.620344+00
_bgx5Z-Vs58,551,6,6,2024-02-06,2024-02-06 13:06:07.620344+00
ldU8iXfA3z4,315,5,0,2024-02-06,2024-02-06 13:06:07.620344+00
i-OeLdgoaPw,618,11,4,2024-02-06,2024-02-06 13:06:07.620344+00
-xrJpbtX-h0,1072,7,4,2024-02-06,2024-02-06 13:06:07.620344+00
yPUxXC61MVU,772,6,2,2024-02-06,2024-02-06 13:06:07.620344+00
OW5kBIPxfco,210,4,0,2024-02-06,2024-02-06 13:06:07.620344+00
rTQQHgJi5mg,393,15,5,2024-02-06,2024-02-06 13:06:07.620344+00
UEOm63D2Q6A,775,5,1,2024-02-06,2024-02-06 13:06:07.620344+00
ZzwZz9Lv94s,4445,306,63,2024-02-06,2024-02-06 13:06:07.620344+00
CyQB5v0cORA,543,10,21,2024-02-06,2024-02-06 13:06:07.620344+00
1Irei2Mz2ZY,373,4,1,2024-02-06,2024-02-06 13:06:07.620344+00
D5sZdaKclaA,169,4,8,2024-02-06,2024-02-06 13:06:07.620344+00
M_qwyY5UQAQ,826,12,10,2024-02-06,2024-02-06 13:06:07.620344+00
56oNkSCn9as,600,18,7,2024-02-06,2024-02-06 13:06:07.620344+00
aHEYUAu4WyU,2397,16,11,2024-02-06,2024-02-06 13:06:07.620344+00
x7BYJT91yF8,268,4,0,2024-02-06,2024-02-06 13:06:07.620344+00
Cn-MGzOp_Nc,8645,145,26,2024-02-06,2024-02-06 13:06:07.620344+00
Rp5kaT5A898,1942,44,19,2024-02-06,2024-02-06 13:06:07.620344+00
Ov60yhu96fw,722,14,8,2024-02-06,2024-02-06 13:06:07.620344+00
VuaqPhPfD6w,635,123,6,2024-02-06,2024-02-06 13:06:07.620344+00
YTAYWUfM4V4,284,19,8,2024-02-06,2024-02-06 13:06:07.620344+00
C-DIxReU4jc,4968,535,45,2024-02-06,2024-02-06 13:06:07.620344+00
5eSyNSpmv_g,1379,24,15,2024-02-06,2024-02-06 13:06:07.620344+00
rng1uAH1Uzs,1669,98,2,2024-02-06,2024-02-06 13:06:07.620344+00
GRYp589t92k,8404,593,2,2024-02-06,2024-02-06 13:06:07.620344+00
FBtwZYMSreI,34534,868,55,2024-02-06,2024-02-06 13:06:07.620344+00
e2RQHm9ns9Q,1281,23,6,2024-02-06,2024-02-06 13:06:07.620344+00
oCYJOnoCX6c,66740,1172,182,2024-02-06,2024-02-06 13:06:07.620344+00
Ef5BRTMkmSI,18845,963,100,2024-02-06,2024-02-06 13:06:07.620344+00
KjeO3tZAZhs,16589,717,21,2024-02-06,2024-02-06 13:06:07.620344+00
JM-bVTtFmrs,3283,223,9,2024-02-06,2024-02-06 13:06:07.620344+00
tQG5VVIQH4w,24535,963,37,2024-02-06,2024-02-06 13:06:07.620344+00
EvxY04vnphg,25981,362,112,2024-02-06,2024-02-06 13:06:07.620344+00
zzqQRRZ_VfE,1900,23,6,2024-02-06,2024-02-06 13:06:07.620344+00
y_pFKzbNDDM,9429,297,3,2024-02-06,2024-02-06 13:06:07.620344+00
s1VVH-7aDY0,21831,1135,13,2024-02-06,2024-02-06 13:06:07.620344+00
yCboq1VNXfk,7391,90,69,2024-02-06,2024-02-06 13:06:07.620344+00
NB-cZeYqBiM,17280,725,34,2024-02-06,2024-02-06 13:06:07.620344+00
imfhCnnNVB8,33891,1556,83,2024-02-06,2024-02-06 13:06:07.620344+00
RpVu1PxtPAs,894567,31861,1122,2024-02-06,2024-02-06 13:06:07.620344+00
_CUO367HA-c,1436104,58423,2541,2024-02-06,2024-02-06 13:06:07.620344+00
SklboYaArA8,989534,34380,1114,2024-02-06,2024-02-06 13:06:07.620344+00
xMlc26lyw0I,1304040,39320,812,2024-02-06,2024-02-06 13:06:07.620344+00
LNziGGY3WrU,1011219,51874,8507,2024-02-06,2024-02-06 13:06:07.620344+00
Msgg6GaRNas,1702748,53811,3320,2024-02-06,2024-02-06 13:06:07.620344+00
k5GV1GkVj-U,1229965,44218,1001,2024-02-06,2024-02-06 13:06:07.620344+00
Bb37aVKHLPI,1636720,64370,4098,2024-02-06,2024-02-06 13:06:07.620344+00
waS4IFVwlQg,7349,254,39,2024-02-06,2024-02-06 13:06:07.620344+00
Gatm3vQ3SWo,1180699,45314,1972,2024-02-06,2024-02-06 13:06:07.620344+00
a_YbzIfOaTI,908238,33758,769,2024-02-06,2024-02-06 13:06:07.620344+00
U0F2zAD01z0,1203858,30985,1549,2024-02-06,2024-02-06 13:06:07.620344+00
a-02B4nlCWI,2040586,65699,3621,2024-02-06,2024-02-06 13:06:07.620344+00
tC6D4ehrdew,1274060,26850,2854,2024-02-06,2024-02-06 13:06:07.620344+00
uVBK-BeoayQ,1542219,53041,1947,2024-02-06,2024-02-06 13:06:07.620344+00
R7ZlHqwuTE4,1866653,77372,3595,2024-02-06,2024-02-06 13:06:07.620344+00
r24cyE8svmE,1854475,54721,2657,2024-02-06,2024-02-06 13:06:07.620344+00
kBIsceCMeFQ,4730,140,4,2024-02-06,2024-02-06 13:06:07.620344+00
tmb7NmiaQUM,1330040,26330,2532,2024-02-06,2024-02-06 13:06:07.620344+00
iuuqQrTOCfU,1718100,51358,2975,2024-02-06,2024-02-06 13:06:07.620344+00
wOD0JpSndDs,879435,23009,616,2024-02-06,2024-02-06 13:06:07.620344+00
iN43_4Eik8k,170896,6819,495,2024-02-06,2024-02-06 13:06:07.620344+00
t7I98CR5VEQ,392537,19551,362,2024-02-06,2024-02-06 13:06:07.620344+00
kC4xYUbW5Iw,246410,9181,203,2024-02-06,2024-02-06 13:06:07.620344+00
lkZBCTouQMQ,374786,16156,717,2024-02-06,2024-02-06 13:06:07.620344+00
Z-RIzlr8kK0,520785,32080,844,2024-02-06,2024-02-06 13:06:07.620344+00
LmkAs6E8BdY,667144,20628,378,2024-02-06,2024-02-06 13:06:07.620344+00
tkgeMWobhZ4,302569,9566,259,2024-02-06,2024-02-06 13:06:07.620344+00
q8NRTtQ91MA,225146,7005,230,2024-02-06,2024-02-06 13:06:07.620344+00
w45DhMvIZJI,381071,14105,348,2024-02-06,2024-02-06 13:06:07.620344+00
8N0-xa1dj-A,194511,7468,278,2024-02-06,2024-02-06 13:06:07.620344+00
KexPvpr8l-U,432268,14935,294,2024-02-06,2024-02-06 13:06:07.620344+00
e6L7gGFWuGI,253445,8606,144,2024-02-06,2024-02-06 13:06:07.620344+00
I0RUTP4xVtg,347993,10162,65,2024-02-06,2024-02-06 13:06:07.620344+00
VI-3Foh6-Qo,463881,17454,309,2024-02-06,2024-02-06 13:06:07.620344+00
CHBdLjFfdGA,96602,3803,49,2024-02-06,2024-02-06 13:06:07.620344+00
uG0-3gYgpxs,598678,18407,594,2024-02-06,2024-02-06 13:06:07.620344+00
UVv4ukHLos0,331475,8439,73,2024-02-06,2024-02-06 13:06:07.620344+00
cvWIr8QLP2o,966585,32195,486,2024-02-06,2024-02-06 13:06:07.620344+00
tNnykXeQIek,535240,18076,464,2024-02-06,2024-02-06 13:06:07.620344+00
rbYx9CNl10o,1229,31,3,2024-02-06,2024-02-06 13:06:07.620344+00
_8RROzDa0Hk,38637,764,12,2024-02-06,2024-02-06 13:06:07.620344+00
o1b0C3QaQWo,18489,227,15,2024-02-06,2024-02-06 13:06:07.620344+00
pFfQnY0rhCs,25516,354,128,2024-02-06,2024-02-06 13:06:07.620344+00
nLUwcrjn_Yk,17079,177,15,2024-02-06,2024-02-06 13:06:07.620344+00
f_S0o7qOCjc,27831,307,22,2024-02-06,2024-02-06 13:06:07.620344+00
xfL3dU03NJY,21366,110,7,2024-02-06,2024-02-06 13:06:07.620344+00
IXmYbngbfAY,7885,62,15,2024-02-06,2024-02-06 13:06:07.620344+00
LLmVfGfh0fs,9124,70,4,2024-02-06,2024-02-06 13:06:07.620344+00
JJRdG75jRCA,6347,65,9,2024-02-06,2024-02-06 13:06:07.620344+00
VK_AADXKZAM,129928,620,783,2024-02-06,2024-02-06 13:06:07.620344+00
q7D3RgxTIW0,138364,1011,276,2024-02-06,2024-02-06 13:06:07.620344+00
4mrGeRdp7GA,21421,156,11,2024-02-06,2024-02-06 13:06:07.620344+00
i4cc6svUDrs,7334,45,2,2024-02-06,2024-02-06 13:06:07.620344+00
7wzTdaucyOY,25319,420,6,2024-02-06,2024-02-06 13:06:07.620344+00
9CMTtgJlT2I,579545,6859,245,2024-02-06,2024-02-06 13:06:07.620344+00
rbag-9DyUpg,62384,352,36,2024-02-06,2024-02-06 13:06:07.620344+00
fo5iETkXQjE,79942,420,57,2024-02-06,2024-02-06 13:06:07.620344+00
Ok9dzLmplZo,49727,249,18,2024-02-06,2024-02-06 13:06:07.620344+00
9x47SkUIUPc,59277,281,55,2024-02-06,2024-02-06 13:06:07.620344+00
Oxh1QJZWGsw,34549,1525,6,2024-02-06,2024-02-06 13:06:07.620344+00
YNutgnNudeg,1320,36,0,2024-02-06,2024-02-06 13:06:07.620344+00
GAo2RirsY2E,2037,49,0,2024-02-06,2024-02-06 13:06:07.620344+00
05ptlpN7P1g,1267,29,1,2024-02-06,2024-02-06 13:06:07.620344+00
STt4TiKtDgM,3098,91,0,2024-02-06,2024-02-06 13:06:07.620344+00
MDmBRmaxJ9k,19399,306,4,2024-02-06,2024-02-06 13:06:07.620344+00
rmvHBuvkVdg,117093,3158,40,2024-02-06,2024-02-06 13:06:07.620344+00
aWzAkwA9mIU,292404,8681,204,2024-02-06,2024-02-06 13:06:07.620344+00
aLmD0RGh36o,210291,7352,41,2024-02-06,2024-02-06 13:06:07.620344+00
iL8HB7TwwFI,98760,3455,12,2024-02-06,2024-02-06 13:06:07.620344+00
WlfceDRvT_M,8686,168,1,2024-02-06,2024-02-06 13:06:07.620344+00
0Pd4yVjFb3Q,119391,3092,11,2024-02-06,2024-02-06 13:06:07.620344+00
K3gbvYXaM6E,17124,337,9,2024-02-06,2024-02-06 13:06:07.620344+00
o9w2thlKcbw,495946,17918,84,2024-02-06,2024-02-06 13:06:07.620344+00
oVqTd6VTV98,409125,11068,45,2024-02-06,2024-02-06 13:06:07.620344+00
U1-zqqo6yB0,9991,178,4,2024-02-06,2024-02-06 13:06:07.620344+00
DOg3MF6ZsTA,500206,13592,141,2024-02-06,2024-02-06 13:06:07.620344+00
D8Z33pAFSS4,18780,223,8,2024-02-06,2024-02-06 13:06:07.620344+00
pJ_OygGz76A,77851,1345,70,2024-02-06,2024-02-06 13:06:07.620344+00
Q3l6UR8r09Y,253771,3169,254,2024-02-06,2024-02-06 13:06:07.620344+00
2u9tosTlLQQ,156693,2116,357,2024-02-06,2024-02-06 13:06:07.620344+00
i8cAmc785wA,160331,2193,89,2024-02-06,2024-02-06 13:06:07.620344+00
S0CiOpxapnI,272139,6730,473,2024-02-06,2024-02-06 13:06:07.620344+00
bZwSdkTzTHc,116083,1590,122,2024-02-06,2024-02-06 13:06:07.620344+00
uJDAztOYQRY,87317,1307,71,2024-02-06,2024-02-06 13:06:07.620344+00
OdgRt2cDWpQ,385667,4871,324,2024-02-06,2024-02-06 13:06:07.620344+00
DZmh9OE3g5k,149759,3015,291,2024-02-06,2024-02-06 13:06:07.620344+00
h7mp9EZb5UY,227799,2584,115,2024-02-06,2024-02-06 13:06:07.620344+00
IaYO2hHKoMU,436029,6244,305,2024-02-06,2024-02-06 13:06:07.620344+00
D966idisR9c,221014,4667,306,2024-02-06,2024-02-06 13:06:07.620344+00
YQLYYXiLX90,466888,15773,245,2024-02-06,2024-02-06 13:06:07.620344+00
zJqDwREM6Ik,220689,2346,108,2024-02-06,2024-02-06 13:06:07.620344+00
P5GBTTk2B2g,162617,2008,149,2024-02-06,2024-02-06 13:06:07.620344+00
uufPgi7CT4g,153593,1822,180,2024-02-06,2024-02-06 13:06:07.620344+00
cTfTqE78yy8,203026,2334,150,2024-02-06,2024-02-06 13:06:07.620344+00
cQTf84t2ZPU,385790,5043,300,2024-02-06,2024-02-06 13:06:07.620344+00
ZhT-09eBsC4,426647,3984,323,2024-02-06,2024-02-06 13:06:07.620344+00
EbSM-_RwckU,2531,129,5,2024-02-06,2024-02-06 13:06:07.620344+00
vbgYKWECu10,68649,1681,25,2024-02-06,2024-02-06 13:06:07.620344+00
_X40mGolwhw,344110,12566,556,2024-02-06,2024-02-06 13:06:07.620344+00
xTsUok464mY,566193,20458,470,2024-02-06,2024-02-06 13:06:07.620344+00
CO3_UQNMNkU,154564,3987,32,2024-02-06,2024-02-06 13:06:07.620344+00
Nsg1yJ8ho0U,99289,2461,63,2024-02-06,2024-02-06 13:06:07.620344+00
1tehUR5UE1Y,38808,1662,44,2024-02-06,2024-02-06 13:06:07.620344+00
dIA8aktAXrY,915611,32835,2537,2024-02-06,2024-02-06 13:06:07.620344+00
Dwq5_kv3ha8,50035,1133,12,2024-02-06,2024-02-06 13:06:07.620344+00
tUmHbRo5Dz8,258721,9180,124,2024-02-06,2024-02-06 13:06:07.620344+00
9GVCJChIR2I,469376,14823,175,2024-02-06,2024-02-06 13:06:07.620344+00
Rky6s2OGSB0,306533,7741,138,2024-02-06,2024-02-06 13:06:07.620344+00
GDkhaWqaHZE,22290,873,20,2024-02-06,2024-02-06 13:06:07.620344+00
TeNWF4pRrxk,34021,972,27,2024-02-06,2024-02-06 13:06:07.620344+00
MkGDtpID5Go,100693,1937,21,2024-02-06,2024-02-06 13:06:07.620344+00
o585whXVVPc,51283,1258,71,2024-02-06,2024-02-06 13:06:07.620344+00
nHaSfg0pRNU,195078,4132,51,2024-02-06,2024-02-06 13:06:07.620344+00
0UNMlkdSONw,377318,7835,102,2024-02-06,2024-02-06 13:06:07.620344+00
-oloQ0_ALmo,91441,1449,21,2024-02-06,2024-02-06 13:06:07.620344+00
dxgNQ8WKDc4,380144,7789,180,2024-02-06,2024-02-06 13:06:07.620344+00
pmyZpQlF_Gw,966,13,0,2024-02-06,2024-02-06 13:06:07.620344+00
Xm40x2DiIfs,3054,58,0,2024-02-06,2024-02-06 13:06:07.620344+00
Twu5d1qbpLI,1485,21,1,2024-02-06,2024-02-06 13:06:07.620344+00
HCG5qL-bsOg,4242,89,1,2024-02-06,2024-02-06 13:06:07.620344+00
a6NZpIrn97o,1426,20,0,2024-02-06,2024-02-06 13:06:07.620344+00
rDime9dZzgc,18444,577,10,2024-02-06,2024-02-06 13:06:07.620344+00
12YYYXKzQZ0,31001,732,27,2024-02-06,2024-02-06 13:06:07.620344+00
H94Xn25t1TE,842,7,0,2024-02-06,2024-02-06 13:06:07.620344+00
a842HLcg6HM,1642,11,0,2024-02-06,2024-02-06 13:06:07.620344+00
YKyzBaYTlZk,916,34,0,2024-02-06,2024-02-06 13:06:07.620344+00
cwoRUgOkpT0,794,13,0,2024-02-06,2024-02-06 13:06:07.620344+00
joy8XP9zQ5Y,1297,17,0,2024-02-06,2024-02-06 13:06:07.620344+00
g9EFgwszPzI,8381,104,2,2024-02-06,2024-02-06 13:06:07.620344+00
TxSGpr0hBB0,1611,12,2,2024-02-06,2024-02-06 13:06:07.620344+00
giPW2hLywPY,24317,757,9,2024-02-06,2024-02-06 13:06:07.620344+00
fU7bsNgXjgg,44427,1060,29,2024-02-06,2024-02-06 13:06:07.620344+00
9iEcN4am73c,717,16,1,2024-02-06,2024-02-06 13:06:07.620344+00
NWSdsi9Il7c,1687,80,1,2024-02-06,2024-02-06 13:06:07.620344+00
UwhFMH7uEuA,12152,201,2,2024-02-06,2024-02-06 13:06:07.620344+00
hnNBAwaCGJM,11483,173,5,2024-02-06,2024-02-06 13:06:07.620344+00
x6A0WVQRNRI,1142,11,0,2024-02-06,2024-02-06 13:06:07.620344+00
uy7nMs5ky2I,876,8,0,2024-02-06,2024-02-06 13:06:07.620344+00
rUfSEl62oOU,1065,7,0,2024-02-06,2024-02-06 13:06:07.620344+00
thZj-zVa3Y4,53827,544,6,2024-02-06,2024-02-06 13:06:07.620344+00
wiTV9AR4hG8,91338,2092,6,2024-02-06,2024-02-06 13:06:07.620344+00
ftrEqtoh0pU,289,13,0,2024-02-06,2024-02-06 13:06:07.620344+00
V3YNmjAi4lw,486,21,0,2024-02-06,2024-02-06 13:06:07.620344+00
9JmcltZej0c,9144,206,1,2024-02-06,2024-02-06 13:06:07.620344+00
lBgRLFQFzlo,42561,1625,10,2024-02-06,2024-02-06 13:06:07.620344+00
VCfJs7FQIWI,5522,138,2,2024-02-06,2024-02-06 13:06:07.620344+00
QCgjY2V9SM8,11637,500,2,2024-02-06,2024-02-06 13:06:07.620344+00
_1TFBVVIIgY,25194,777,7,2024-02-06,2024-02-06 13:06:07.620344+00
vwTqYYF2Y-s,37433,1575,1,2024-02-06,2024-02-06 13:06:07.620344+00
T9Ji7OlikfA,14866,347,6,2024-02-06,2024-02-06 13:06:07.620344+00
O33UlRyKDPc,112022,3932,9,2024-02-06,2024-02-06 13:06:07.620344+00
95NHzZJ9i6A,13795,397,3,2024-02-06,2024-02-06 13:06:07.620344+00
5WA3Y96s3pg,28436,848,2,2024-02-06,2024-02-06 13:06:07.620344+00
UR0z3FG1uvw,5206,114,2,2024-02-06,2024-02-06 13:06:07.620344+00
3NnDqWb8w68,16619,528,4,2024-02-06,2024-02-06 13:06:07.620344+00
tGlZ2v8yIm0,5484,161,3,2024-02-06,2024-02-06 13:06:07.620344+00
FXAVjmtV6Tw,46939,1595,4,2024-02-06,2024-02-06 13:06:07.620344+00
XA7z-U2H1qw,12194,405,19,2024-02-06,2024-02-06 13:06:07.620344+00
n8ggqoLSDPI,17588,376,26,2024-02-06,2024-02-06 13:06:07.620344+00
2_XGwn1UbxQ,3982,69,0,2024-02-06,2024-02-06 13:06:07.620344+00
C6DaQCrH2yI,18797,635,4,2024-02-06,2024-02-06 13:06:07.620344+00
zS1o0X8uKO8,15930,647,5,2024-02-06,2024-02-06 13:06:07.620344+00
311xTUl5jjQ,120342,3792,16,2024-02-06,2024-02-06 13:06:07.620344+00
eqNf_liLHR4,119274,1948,55,2024-02-06,2024-02-06 13:06:07.620344+00
WS41WuN7k2I,201736,3543,104,2024-02-06,2024-02-06 13:06:07.620344+00
SpklSHStpJs,109008,2073,41,2024-02-06,2024-02-06 13:06:07.620344+00
VNTMl2F3_rw,224924,6827,163,2024-02-06,2024-02-06 13:06:07.620344+00
Ux7RF7UJG_s,149351,2752,58,2024-02-06,2024-02-06 13:06:07.620344+00
zQ55k9QhuVc,72610,1010,41,2024-02-06,2024-02-06 13:06:07.620344+00
TaomzC9P7Vo,77742,2472,90,2024-02-06,2024-02-06 13:06:07.620344+00
oOEl86eKtcs,131381,3371,91,2024-02-06,2024-02-06 13:06:07.620344+00
hRqs9Q2AKmw,50511,1283,49,2024-02-06,2024-02-06 13:06:07.620344+00
yCoJ64ZjAW4,90233,2430,83,2024-02-06,2024-02-06 13:06:07.620344+00
04GWY5whX9c,86004,1932,56,2024-02-06,2024-02-06 13:06:07.620344+00
LHXKUy67NgE,2581,90,33,2024-02-06,2024-02-06 13:06:07.620344+00
8Clqk5oilsA,59109,1822,69,2024-02-06,2024-02-06 13:06:07.620344+00
62pJSI-rehA,56226,1573,36,2024-02-06,2024-02-06 13:06:07.620344+00
vNK4wNsXPh4,93937,2524,48,2024-02-06,2024-02-06 13:06:07.620344+00
ClVpvAh9Y7M,267369,5810,134,2024-02-06,2024-02-06 13:06:07.620344+00
U2EE5wMJPvs,479038,7145,162,2024-02-06,2024-02-06 13:06:07.620344+00
XvY35qF1OPA,122072,1858,215,2024-02-06,2024-02-06 13:06:07.620344+00
90H--Ul5S8I,2295,31,0,2024-02-06,2024-02-06 13:06:07.620344+00
Whgpq0bSZWc,347460,5428,96,2024-02-06,2024-02-06 13:06:07.620344+00
U8EJZGk7ihY,153157,2370,35,2024-02-06,2024-02-06 13:06:07.620344+00
-M4X7HnMyH8,78303,1702,64,2024-02-06,2024-02-06 13:06:07.620344+00
KNy3JEmJj_8,69177,1187,45,2024-02-06,2024-02-06 13:06:07.620344+00
